ID,CuratorialText,persona2_adapted,word_count_original,word_count_adapted,error
CT0244,"The term “Japonisme” was first used by French critics in the early 1870s to describe the passion for Japanese art and culture they observed among their contemporaries. Japanese goods became increasingly available in Europe after the United States forced Japan to open its ports to international trade in 1853–54. The 1867 and 1878 Universal Exhibitions in Paris were pivotal events in Europeans’ exposure to the arts of Japan. Many Impressionist artists and their friends collected such works, including fans, acquiring them from newly established specialist dealers and shops. By the late 1880s, Japanese fans were imported in the millions to France, where they were used as women’s accessories and decoration.","The term “Japonisme” was first used by French critics in the early 1870s to describe the widespread fascination with Japanese art and culture they noticed among their peers. Japanese products became more available in Europe after the United States pressured Japan to open its ports to international trade in 1853–54. Two major world’s fairs in Paris—the Universal Exhibitions of 1867 and 1878—played a key role in introducing Europeans to Japanese arts. Many Impressionist artists and their friends collected Japanese items, such as fans, buying them from newly opened specialty shops and dealers. By the late 1880s, millions of Japanese fans were being imported into France, where they were used both as fashion accessories for women and as decorative objects.",110,119,
CT0245,"European artists focused on the aesthetic value of these objects and borrowed from them liberally, often with little understanding of their original contexts. Today, some would call this cultural appropriation, though subtleties of interpretation varied. Certainly, the history of Japonisme is fraught, but the admiration for Japanese fans freed European artists to imagine new techniques and strategies for their art.","European artists were drawn to the beauty of these objects and freely took ideas from them, often without fully grasping the cultures or meanings they originally came from. Today, some people might describe this as cultural appropriation, though the way it was understood at the time varied in more complex ways. The story of Japonisme—the influence of Japanese art on European artists—is certainly complicated, but the fascination with Japanese fans did encourage European artists to explore new methods and approaches in their own work.",60,84,
CT0246,"In the nineteenth century, Spain became a center of fan production at the same time that the country’s tourism industry emerged and its culture was increasingly exported throughout Europe. Reporting from his travels to the Iberian Peninsula in the early 1840s, the French writer Théophile Gautier claimed, “A woman without a fan is something I have not yet seen in this happy country.” The fan’s prominent role in Spanish flamenco dance is likely another reason it became inextricably linked with Spain in the nineteenth-century imagination, and remains so today. In Paris at mid-century, Spanish culture was in vogue, a phenomenon known as Hispagnolisme. Spanish-born empress Eugénie de Montijo, who married Napoleon III in 1853, exerted considerable influence on fashion and taste. Spanish dance troupes and musicians performed often in the capital, and avant-garde artists, such as Edouard Manet, took them up as subjects. For some artists who made fans in this period, it was Spain that they had foremost in mind. Manet and Degas both chose Spanish themes for their earliest fan designs.","In the nineteenth century, Spain became a major center for fan-making at the same time that the country’s tourism industry began to grow and its culture was increasingly exported across Europe. Writing about his travels to the Iberian Peninsula in the early 1840s, the French writer Théophile Gautier remarked, “A woman without a fan is something I have not yet seen in this happy country.” The fan’s important role in Spanish flamenco dance is likely another reason it became deeply linked with Spain in the nineteenth-century imagination—and remains so today. In Paris around the middle of the century, Spanish culture was highly fashionable, a trend known as *Hispanolisme* (a term for the fascination with all things Spanish). The Spanish-born empress Eugénie de Montijo, who married Napoleon III in 1853, had a strong influence on fashion and taste. Spanish dance groups and musicians performed often in the French capital, and cutting-edge artists, such as Édouard Manet, took them as subjects for their work. For some artists who created fans during this period, Spain was the country they had most in mind. Both Manet and Degas chose Spanish themes for their earliest fan designs.",173,192,
CT0247,"The theme of the bourgeois woman with her fan in a domestic setting proliferated in art of the last quarter of the nineteenth century. In his 1882 book The Fan, the French writer Octave Uzanne described the role of fans to his female readers: “In all solitude, in every despair, it will remain your confidante.” Whether at home or on ventures out, the handheld fan served as a companion, trusted protector, and elegant accoutrement.","The image of a middle-class woman holding a fan in a home setting became a common subject in art during the late 1800s. In his 1882 book *The Fan*, French writer Octave Uzanne explained the fan's significance to his female readers: “In all solitude, in every despair, it will remain your confidante.” Whether at home or while out, the handheld fan acted as a companion, a trusted source of comfort, and a stylish accessory.",74,74,
CT0248,"As fashion accessories, fans signaled facets of their user’s identity through their materials and stylistic form as well as in the way they were handled. “One wave of the Fan is sufficient by itself to distinguish between a princess and a countess, a marchioness and a plebeian,” remarked one female observer cited by Uzanne. A Japanese uchiwa fan in the hands of the Impressionist Berthe Morisot or a plumed fan held by one of Mary Cassatt’s sitters displayed their alignment with current taste and confirmed their social status.","As fashion accessories, fans revealed aspects of their owner’s identity—not only through the materials and design, but also through how they were used. One female observer quoted by Uzanne noted, “One wave of the Fan is sufficient by itself to distinguish between a princess and a countess, a marchioness and a plebeian.” For example, when the Impressionist painter Berthe Morisot held a Japanese uchiwa fan (a flat, rigid type of fan), or when one of Mary Cassatt’s subjects posed with a feathered fan, these choices showed that they followed current trends and reinforced their place in society.",88,97,
CT0249,"Fans were among the first souvenirs, used since the seventeenth century to commemorate events and to remember visits to important sites. As travel increased in the eighteenth and nineteenth centuries, fans became popular as small, practical, and artistic objects that could serve as mementos. The Universal Exhibitions of the second half of the nineteenth century played a crucial role in promoting the French fan industry and exposing the European public to fans from other cultures. Souvenir fans were produced for each of these events, providing visitors with information and maps while also recording the remarkable buildings erected specifically for these occasions.","Fans were among the first souvenirs, used since the 1600s to mark special events and to remember visits to important places. As travel increased in the 1700s and 1800s, fans became popular as small, useful, and artistic objects that could serve as keepsakes. The Universal Exhibitions—major international fairs held in the second half of the 1800s—played a key role in promoting the French fan industry and introducing European audiences to fans from other cultures. Souvenir fans were made for each of these events, giving visitors information and maps while also capturing images of the remarkable buildings built specifically for these occasions.",101,101,
CT0250,"This monumental work was one of a series of carved architectural supports designed for the exterior courtyard of a Yoruba palace. It was commissioned by a king from the most renowned master sculptor in the history of Yoruba art, Olowe of Ise. The two-tiered composition embodies a formal dynamism that established Olowe's exceptional artistic reputation. Its principal personage, an equestrian warrior, is depicted frontally above a female caryatid with arms raised in three-quarter view. Through this contrast in their alignment, the figures at once reflect distinct attitudes while relating to each other fluidly. The compressed style of the upper half also contrasts with the greater degree of openness below. At the base two smaller figures radiate outward at oblique angles. In addition to the inventive dynamism of their overall design, works by Olowe are noted for the attention given to surface detail. The mounted warrior holds a spear and pistol in either hand, and his vest, saddle, and horse's headgear are articulated through deeply carved linear motifs. While innovative in its formal interpretation, the subject of this work is a classic emblem of regional leadership. In Yoruba art such equestrian figures identify their patrons with martial conquest achieved through physical might.","This monumental work was part of a series of carved architectural supports designed for the outdoor courtyard of a Yoruba palace. It was commissioned by a king from the most renowned master sculptor in the history of Yoruba art, Olowe of Ise. The two-tiered composition embodies a sense of energetic balance that established Olowe's exceptional artistic reputation. Its main figure, a warrior on horseback, is shown facing forward, while above him a female figure with raised arms is depicted at a slight angle. Through this contrast in their positioning, the figures reflect different attitudes while still relating to each other fluidly. The more compressed style of the upper half also contrasts with the greater sense of openness below. At the base, two smaller figures extend outward at diagonal angles. In addition to the inventive energy of their overall design, Olowe's works are noted for the attention given to surface detail. The mounted warrior holds a spear and pistol in either hand, and his vest, saddle, and horse's headgear are defined through deeply carved linear patterns. While innovative in its visual interpretation, the subject of this work is a classic emblem of regional leadership. In Yoruba art, such equestrian figures identify their patrons with military conquest achieved through physical strength.",201,209,
CT0251,"This saltcellar is both an extraordinary example of skilled workmanship and an artifact that epitomizes a singularly important convergence of cultures. In the second half of the fifteenth century, Portuguese explorers and traders were impressed by the considerable talent of ivory carvers along the coast of West Africa. As a result, they were inspired to commission works of this kind for their patrons, which ingeniously combine both European and African aesthetics and forms. During this period, salt and pepper were costly commodities and elaborate receptacles were appropriate for their storage in princely homes. This work contains imagery relating to early Temne and Bullom worldviews. The four snakes, associated with mystical wealth, appear to confront four growling dogs. According to regional traditions, dogs are considered spiritually astute animals able to see spirits and ghosts that are invisible to humans. This depiction of the dogs, with teeth bared, hair bristling, and ears laid back, may relate to that ability. However, the level of animation in this scene could also derive from chivalric hunting scenes in European woodcuts, which were furnished to local African artists by their European patrons.","This saltcellar is both a remarkable display of skilled craftsmanship and an object that captures a uniquely important meeting of cultures. In the second half of the fifteenth century, Portuguese explorers and traders were deeply impressed by the talent of ivory carvers along the coast of West Africa. As a result, they began commissioning works like this one for their wealthy sponsors back home. These pieces cleverly blend European and African styles and forms. At the time, salt and pepper were expensive luxuries, so elaborate containers like this were fitting for storing them in noble households.

The artwork includes imagery tied to early Temne and Bullom beliefs. Four snakes, symbols of spiritual wealth, appear to confront four growling dogs. In local traditions, dogs are seen as spiritually perceptive animals, able to see spirits and ghosts invisible to humans. The dogs here are shown with bared teeth, bristling fur, and flattened ears—a depiction that may reflect that ability. At the same time, the lively energy of this scene could also come from European woodcuts showing hunting scenes, which European patrons provided to local African artists as inspiration.",186,186,
CT0252,"By the early nineteenth century, Chokwe chiefs in the savanna of present-day Democratic Republic of Congo and Angola had become active trading partners with merchants from Europe and the New World. Profiting from commerce in ivory, rubber, wax, and African slaves, they emerged as important regional rulers whose prestige and power was reflected in the art they commissioned for their courts at this time. This figure depicts a Chokwe chief, or mwanangana, and epitomizes the balance of power and refinement that is characteristic of Chokwe court art. His large, spreading hands, muscular shoulders, and aggressive posture epitomize the strength and vigor of a ruler. A bulging, domelike forehead and large eyes suggest mental acuity and keen eyesight. The sweeping curves and swelling volumes of the distinctive headdress, rendered here in wood, depict an actual Chokwe crown made of cloth-covered basketry. Horns of the tiny duiker antelope, which bear associations with hunting and the dangerous, mysterious practices of medicine and sorcery, are placed on the sides of the headdress. The chief holds a lamellophone, or ""thumb piano,"" an instrument whose music often accompanies recitations of oral histories and the praise songs of important individuals. Instrument in hand, the chief is cast as a repository and guardian of historical and cultural knowledge. While depicting a nineteenth-century Chokwe chief, this sculpture also evokes the culture hero Cibinda Ilunga, a legendary hunter from the powerful Luba kingdom. Cibinda Ilunga is said to have introduced new principles of governance to the Chokwe peoples, and figures such as this one honor the productive union of these two cultures.","By the early 1800s, Chokwe chiefs in the grasslands of what is now the Democratic Republic of Congo and Angola had become active trading partners with merchants from Europe and the Americas. They grew wealthy from trading ivory, rubber, wax, and enslaved people, and rose to become important regional leaders. Their prestige and power were reflected in the art they ordered for their royal courts during this period.

This sculpture shows a Chokwe chief, called a *mwanangana*, and perfectly captures the blend of authority and elegance that defines Chokwe court art. His large, open hands, muscular shoulders, and forceful stance convey a ruler’s strength and energy. A bulging, dome-shaped forehead and large eyes suggest sharp intelligence and keen observation. The sweeping curves and rounded forms of the distinctive headdress—carved here in wood—represent an actual Chokwe crown made of cloth-covered basketry. On the sides of the headdress are the horns of a tiny duiker antelope, which are linked to hunting and to the dangerous, mysterious practices of medicine and sorcery.

The chief holds a lamellophone, also known as a ""thumb piano."" The music from this instrument often accompanies the telling of oral histories and songs that praise important people. With the instrument in hand, the chief is shown as a keeper and protector of historical and cultural knowledge.

While this sculpture depicts a nineteenth-century Chokwe chief, it also calls to mind the culture hero Cibinda Ilunga, a legendary hunter from the powerful Luba kingdom. According to tradition, Cibinda Ilunga introduced new ideas about leadership to the Chokwe people. Figures like this one honor the fruitful blending of these two cultures.",262,269,
CT0253,"The Dogon live in the elevated rocky heights of Mali's Bandiagara Escarpment. They rely on agriculture and manage to wrest subsistence crops from poor soil in an area that receives little rain. This monumental figure is one of the largest Dogon sculptures known. The region's dry climate has preserved Dogon works far longer than is usual for African wood sculpture, and radiocarbon testing of this work suggests that it may date as far back as the fifteenth century. Dogon sculpture is primarily concerned with the spirits responsible for the fertility of both land and people. These include a family's real and mythical ancestors, the souls of women who died in childbirth, and water spirits. While the exact functions and meanings of individual works often remain obscure, scholars agree that Dogon sculptures were created for shrines. The most distinctive subject rendered by Dogon sculptures is that of a single figure standing with raised arms. This posture has usually been interpreted as a gesture of prayer—an effort to link earth and heavens—and it has been suggested that it may represent an appeal for rain. This masterpiece of Dogon figurative art depicts a man with a well-modeled body in a naturalistic stance. The artist has carefully rendered the figure's musculature, anatomical detail, and body ornament. His stylized beard identifies him as an elder and an individual whose age and experience entitle him to participate in the most important religious, political, and social affairs of Dogon society. The figure wears wristlets, armlets, and anklets that indicate his status, as well as a belt and neck pendants resembling leather talismans that also suggest his spiritual importance.","The Dogon people live in the rocky highlands of Mali’s Bandiagara Escarpment, where they farm for survival, growing enough food to sustain themselves from poor soil in a region with very little rainfall. This large sculpture is one of the biggest known works of Dogon art. Because the area’s dry climate helps preserve wooden objects much longer than is typical for African wood sculptures, radiocarbon testing suggests this piece may date back as far as the 1400s.

Dogon sculpture focuses on the spirits believed to control the fertility of both the land and the people. These spirits include a family’s real and mythical ancestors, the souls of women who died in childbirth, and water spirits. Although the exact purpose and meaning of individual works often remain unclear, scholars agree that Dogon sculptures were made for sacred spaces called shrines.

The most distinctive subject in Dogon sculpture is a single figure standing with raised arms. This pose is usually understood as a gesture of prayer—an effort to connect the earth with the heavens—and some scholars suggest it may represent a plea for rain. This masterpiece of Dogon figure sculpture shows a man with a carefully shaped body in a natural-looking pose. The artist has paid close attention to the figure’s muscles, body details, and ornaments. His stylized beard marks him as an elder—someone whose age and experience give him the right to take part in the most important religious, political, and social matters of Dogon society. The figure wears wristlets, armlets, and anklets that show his high status, as well as a belt and neck pendants that resemble leather charms, suggesting his spiritual importance as well.",271,275,
CT0254,"When works from Equatorial Africa in this refined style began to enter Western consciousness in the early twentieth century, they were a great enigma to art critics. Many speculated about the sources of their exotic aesthetic and even proposed possible Asian influence, though the art form was in fact indigenous to southern Gabon. Such masks were worn by virtuosic male performers of a stilt dance called ""mukudj,"" which involved towering impressively while executing complex choreography and astonishing feats of acrobatics. The creator of a ""mukudj"" mask would attempt to capture the likeness of the most beautiful woman in his community. The subject of this particular idealized and stylized portrait was embellished in classic nineteenth-century fashion with a coiffure composed of a central lobe and two lateral tresses and with cicatrization motifs on the forehead and temples. Kaolin taken from riverbeds, which was associated with healing and with a spiritual, ancestral realm of existence, was applied to the surface of the face. By using this material, the artist both celebrated the beauty of a mortal woman and transformed her into a transcendent being.","When artworks from Equatorial Africa, made in this refined style, first became known to Western audiences in the early 1900s, they deeply puzzled art critics. Many guessed about the origins of their striking, unfamiliar beauty, and some even suggested that Asian art might have influenced them—though the style actually came from southern Gabon. These masks were worn by highly skilled male performers in a stilt dance called ""mukudj."" The dancers would tower above the crowd while performing complex movements and amazing acrobatic feats. The mask maker would try to capture the appearance of the most beautiful woman in his community. This particular portrait, idealized and stylized, was decorated in the classic nineteenth-century manner: a hairstyle with a central section and two side locks, along with scar patterns on the forehead and temples. A white clay called kaolin, taken from riverbeds and linked to healing and the spiritual world of ancestors, was applied to the face. By using this material, the artist both honored the beauty of a living woman and turned her into something beyond ordinary existence.",182,177,
CT0255,"A lü me was typically commissioned by a man of standing in honor of a favorite wife. The subject’s distinguishing traits, including her facial features, cicatrices, and braided coiffure, would be captured by the artist through direct observation. The unveiling of a completed figure was celebrated with lavish feasting sponsored by its patron. Named for their subjects and stored in special baskets, such portraits were subsequently displayed on special occasions. This example was carved by celebrated early 20th century carver, Zlan of Belewale, and his wife, Sonzlanwan. Zlan’s calling was revealed to him as an adolescent through the miraculous appearance of his signature tool, an adze, falling from the branches of an oil palm. The sculptor honed his skills on soft tuber roots and soapstone before his mastery of wood earned him the name Zlan (sometimes spelled Sra), meaning ""creator"" or ""god."" As the most sought-after Dan artist of the first half of the twentieth century, Zlan mentored scores of apprentices. Many of these trainees were sent by regional chiefs to acquire his expertise for their own communities. Through his efforts, the small Wè village of Belewale—where his father had also been a sculptor—became an important carving center. Zlan’s works, including masks, ladles, and figurative portraits, have been collected globally. Defying the convention that woodcarving was a man’s vocation, Sonzlanwon (literally, ""a snail, if god agrees"") collaborated with her husband on many of his greatest works. She accompanied him on commissions for important patrons—the intense concentration required to execute these was such that they often worked side by side in seclusion. Sonzlanwon is credited with blocking out Zlan’s works’ initial form, using wood felled by his apprentices. Following his refinement of the contours, she handled final detailing, including the braided raffia-palm coiffures added to figures and ladles. As Zlan aged, it is believed that Sonzlanwon’s role in their collaboration expanded. Documentation of her contributions derives from interviews conducted by German anthropologist Hans Himmelheber shortly before Zlan’s death, as well as from remembrances of surviving relatives and acquaintances.","A *lü me* was a carved portrait figure, usually commissioned by an important man to honor a favorite wife. The artist would capture the woman’s distinguishing features—her face, any scar patterns, and her braided hairstyle—by observing her directly. When the figure was finished, the patron celebrated with a lavish feast. These portraits were named after the women they depicted, stored in special baskets, and brought out for display on important occasions.

This particular example was carved by the celebrated early 20th-century artist Zlan of Belewale and his wife, Sonzlanwan. According to tradition, Zlan’s calling as a carver was revealed to him as a teenager when his signature tool—an adze, a type of woodworking axe—miraculously appeared, falling from the branches of an oil palm tree. He first practiced on soft tuber roots and soapstone before mastering wood, eventually earning the name Zlan (sometimes spelled Sra), which means ""creator"" or ""god."" As the most sought-after Dan artist of the first half of the twentieth century, Zlan taught many apprentices. Many of these trainees were sent by regional chiefs so they could bring his skills back to their own communities. Through his work, the small Wè village of Belewale—where his father had also been a sculptor—became an important center for carving. Zlan’s works, including masks, ladles, and portrait figures, are now collected around the world.

Defying the tradition that woodcarving was a man’s work, Sonzlanwon (whose name literally means ""a snail, if god agrees"") collaborated with her husband on many of his greatest pieces. She accompanied him on commissions for important patrons—the intense focus required meant they often worked side by side in seclusion. Sonzlanwon is credited with carving the initial shape of Zlan’s works, using wood cut by his apprentices. After he refined the contours, she handled the final details, including the braided raffia-palm hairstyles added to figures and ladles. As Zlan grew older, it is believed that Sonzlanwon’s role in their partnership expanded. What we know of her contributions comes from interviews conducted by German anthropologist Hans Himmelheber shortly before Zlan’s death, as well as from the memories of surviving relatives and acquaintances.",337,352,
CT0256,"Central African power figures are among the ubiquitous genres identified with African art. Conceived to house specific mystical forces, they were collaborative creations of Kongo sculptors and ritual specialists. This example belongs to the most ambitious class of that tradition, attributed to the atelier of a master active along the coast of Congo and Angola at the end of the nineteenth century and identified with Mangaaka, the preeminent force of jurisprudence. That power was represented as a presiding authority and enforcing lord or king. Its crowning element is the distinctive mpu headdress worn by chiefs or priests. The figure's posture and gesture, leaning forward with hands placed akimbo on the hips, is the aggressive attitude of one who challenges fearlessly. Traces of a missing beard-a sign of seniority-survive in the form of nails along the contours of the chin. There are also vestiges of an abdominal cavity for medicinal matter that originally attracted the figure's defining force. The various metals embedded in the figure's expansive torso attest to its central role as witness and enforcer of affairs critical to its community. They document vows sealed, treaties signed, and efforts to eradicate evil. Ultimately, this work inspired reflection on the consequences of transgressing established codes of social conduct.","Central African power figures are among the most well-known types of art associated with the region. Designed to hold specific spiritual forces, they were created through the collaboration of Kongo sculptors and ritual specialists. This particular figure belongs to the most ambitious category of that tradition. It is attributed to the workshop of a master artist working along the coast of what is now Congo and Angola in the late 1800s, and is linked to Mangaaka, the supreme force of justice. That power was shown as a ruling authority and a commanding lord or king.

The figure's most distinctive feature is the *mpu* headdress, a type of hat worn by chiefs or priests. Its posture and gesture—leaning forward with hands placed firmly on the hips—convey the aggressive stance of someone who challenges without fear. Traces of a missing beard, a sign of seniority, remain in the form of nails along the chin. There are also remnants of a cavity in the abdomen that originally held medicinal materials, which would have attracted the figure's defining spiritual power.

The various metals embedded across the figure's broad chest show its central role as a witness and enforcer of important community matters. They mark vows that were sealed, treaties that were signed, and efforts to eliminate evil. Ultimately, this work encouraged reflection on the consequences of breaking established social rules.",207,226,
CT0257,"Throughout the twentieth century, members of Poro, a Senufo initiation association, wore small, finely carved face masks as insignia. The masks, known as kpeliye'e, feature delicate oval faces with geometric projections at the sides. Raised and incised scarification patterns ornament their smooth, glossy surfaces. Considered feminine, the masks honor deceased Senufo elders with their grace and beauty. They provide a complement to the aggressive Senufo helmet masks also sponsored by fraternal organizations in the region. The feathers and animal horns attached to this example are unusual, and may have reflected its owner's power to counteract negative forces in the community.","Throughout the twentieth century, members of Poro—a Senufo society that initiates young people into adulthood—wore small, carefully carved face masks as badges of their membership. These masks, called *kpeliye'e*, have delicate oval faces with geometric shapes extending from the sides. Raised and carved patterns, resembling the scarification marks traditionally made on the skin, decorate their smooth, shiny surfaces. Considered feminine in nature, the masks honor deceased Senufo elders through their elegance and beauty. They serve as a counterpart to the more aggressive Senufo helmet masks, also sponsored by men's organizations in the region. The feathers and animal horns attached to this particular mask are unusual, and may have indicated its owner's ability to ward off harmful forces within the community.",100,120,
CT0258,"This cross was created in the northern Highlands, near the Red Sea, the birthplace of Ethiopia's earliest kingdom and of Christianity in Africa. A small corpus of Ethiopian Christian works from before the seventeenth century has survived. This exceptional creation, in which a highly unusual interplay of materials affords rich tonal contrasts, is a tour de force. The solidity of the carved-wood structure is permeated by finely applied metal inlays. The complexity of this work, with each side elaborately distinct, is unrivaled. It has been attributed to Ezra (ca. 1460-1522), a member of the Stephanite monastic order. The Stephanites came to be recognized as the foremost carvers of crosses and illuminators of manuscripts. During a period of the order's exile in Egypt, Ezra is reputed to have enhanced his training as a craftsman and learned the technique of marquetry. It has been suggested that he may have produced this work at the Gunda Gunde monastery, renowned for its manuscripts. In the Ethiopian church, the wooden cross is perceived as having been sanctified by Christ's blood, which conferred upon it infinite power to heal and to bless. Foliate and organic interlace designs, branching from the foot of the cross, are interpreted as symbolizing the Tree of Paradise, and thus a vibrant life-giving force. Commissioned by Ethiopian royalty, such works were presented to important monasteries to be carried in liturgical processions.","This cross was made in the northern Highlands of Ethiopia, near the Red Sea—the region where the country’s earliest kingdom and African Christianity first emerged. Very few Ethiopian Christian artworks from before the 1600s have survived. This piece is an extraordinary achievement, notable for its striking contrast of materials, which creates rich differences in light and dark tones. The solid carved-wood structure is enhanced by finely applied metal inlays. The work is unmatched in its complexity, with each side designed in a completely distinct way.

It has been attributed to Ezra (about 1460–1522), a member of the Stephanite monastic order. The Stephanites became known as the finest carvers of crosses and painters of manuscripts. During a period when the order was exiled in Egypt, Ezra is said to have improved his craftsmanship and learned the technique of marquetry—a method of inlaying pieces of wood or other materials into a surface to form decorative patterns. Scholars suggest he may have made this cross at the Gunda Gunde monastery, a place famous for its manuscripts.

In the Ethiopian church, the wooden cross is believed to have been made holy by Christ’s blood, giving it endless power to heal and bless. The designs of leaves and organic, intertwined patterns that branch out from the base of the cross are understood to represent the Tree of Paradise, and therefore a vibrant, life-giving force. Works like this were commissioned by Ethiopian royalty and given to important monasteries to be carried in religious processions.",229,248,
CT0259,"This illuminated manuscript of the Four Gospels was created at a monastic center in northern Ethiopia. Twenty full-page paintings depict scenes from the life of Christ and four portraits of the evangelists introduce the respective Gospel texts. The New Testament was translated from Greek into Geez, the classical language of Ethiopia, in the sixth century. Both this text and its pictorial format draw upon Byzantine prototypes, which were transformed into a local idiom of expression. Stylistically consistent, the paintings reflect the hands of two distinct artists. The color scheme consists of red, yellow, green, and blue. A stylized uniformity is reflected in the abbreviated definition of facial features and the bold linear articulation of the human form in black and red. Figures' heads are depicted frontally, their bodies often in profile. Bodies are treated as columnar masses encased in textiles composed of striated fields juxtaposed against one another. This work is evidence of sub-Saharan Africa's historically complex interrelationships with Arabia, Egypt, and the eastern Mediterranean. Early complex societies in the Highlands developed primarily through local processes beginning in the late second millennium B.C.E. Those societies attracted trade from across the Red Sea, Mediterranean, and Indian Ocean, which spurred migrations, religious exchanges, and greater concentrations of wealth. By the early first millennium C.E., the Kingdom of Aksum emerged as a powerful civilization that, at its height, extended from Ethiopia's Highlands in the South, to the Eastern Desert in the North, to southern Arabia in the East. Emperor Ezana (r. ca. 320s-360 C.E.) was the first monarch to convert to Christianity, and adopted it as the state religion. Subsequent kingdoms, including the Zagwe Dynasty (ca. 1137-1270 C.E.) and the Ethiopian Empire (1270-1974 C.E.) continued to embrace Christianity. Monasteries were founded as centers of learning responsible for disseminating knowledge and consolidating the power and influence of the ruling elite. In the Ethiopian Orthodox Church, the text of the Gospels was considered the most important holy writing; the miniatures at the beginning of this manuscript were intended to be viewed during liturgical processions. Such works were frequently presented to churches by distinguished patrons; they reflected both the prestige of royal benefactors and the erudition of the monastic scriptoria in which they were created. Recent research suggests that a member of Ethiopia's ruling elite may have commissioned this manuscript at Dabra Hayg Estifanos monastery for presentation to his or her favored church or monastery. Brief notations indicate that the church in question was dedicated to the Archangel Michael.","This illuminated manuscript of the Four Gospels was made at a monastery in northern Ethiopia. It contains twenty full-page paintings showing scenes from the life of Christ, along with four portraits of the Gospel writers—Matthew, Mark, Luke, and John—each placed at the beginning of their respective Gospel. The New Testament was translated from Greek into Geez, the classical language of Ethiopia, in the sixth century. Both the text and the style of the paintings draw on earlier Byzantine models, which were then reworked into a distinctly Ethiopian visual language.

Though the paintings are consistent in style, they show the work of two different artists. The color palette is limited to red, yellow, green, and blue. The faces are simplified and stylized, with features drawn in a minimal way, while the human body is outlined boldly in black and red. Figures’ heads face forward, but their bodies are often shown from the side. The bodies themselves are treated like solid, column-like forms, wrapped in clothing made up of striped sections placed next to one another.

This manuscript is evidence of the long and complex connections between sub-Saharan Africa and the regions of Arabia, Egypt, and the eastern Mediterranean. Early complex societies in the Ethiopian Highlands developed largely through local processes beginning in the late second millennium B.C.E. These societies attracted trade from across the Red Sea, the Mediterranean, and the Indian Ocean, which encouraged migration, religious exchange, and the growth of wealth. By the early first millennium C.E., the Kingdom of Aksum had emerged as a powerful civilization. At its height, it stretched from the Highlands of Ethiopia in the south, to the Eastern Desert in the north, and into southern Arabia in the east.

Emperor Ezana (who ruled around the 320s–360 C.E.) was the first Ethiopian monarch to convert to Christianity, which he then adopted as the state religion. Later kingdoms, including the Zagwe Dynasty (around 1137–1270 C.E.) and the Ethiopian Empire (1270–1974 C.E.), continued to embrace Christianity. Monasteries were founded as centers of learning, responsible for spreading knowledge and strengthening the power and influence of the ruling class. In the Ethiopian Orthodox Church, the text of the Gospels was considered the most important holy writing. The paintings at the beginning of this manuscript were meant to be viewed during religious processions.

Such works were often given to churches by wealthy or powerful patrons. They reflected both the prestige of royal donors and the learning of the monastery workshops where they were created. Recent research suggests that a member of Ethiopia’s ruling elite may have commissioned this manuscript at the Dabra Hayg Estifanos monastery, to be presented to a church or monastery dedicated to the Archangel Michael. Brief notes in the manuscript indicate that the receiving church was indeed dedicated to him.",413,462,
CT0260,"Phillips pursued a long and successful career over fifty years, taking to the road as an itinerant artist painting portraits of clusters of friends, relatives, and neighbors in New York State and New England. His stock in trade was the plain likeness, devoid of shadows or modeling. Although he depended on repetitious formulas to work efficiently as he traveled the countryside, he was nevertheless able to individualize his sitters imaginatively. In ""Mrs. Mayer and Daughter,"" Phillips’s masterful design abilities are evident in the cleanly contained forms of the mother and child, enriched by the use of brilliant, saturated color and careful detail.","Phillips enjoyed a long and successful career that spanned more than fifty years. He traveled from place to place as an itinerant artist, painting portraits of groups of friends, relatives, and neighbors in New York State and New England. His specialty was the straightforward likeness—portraits without shadows or the illusion of three-dimensional form. Though he relied on repeated patterns and techniques to work quickly as he moved through the countryside, he was still able to give each subject a distinct and imaginative personality. In *Mrs. Mayer and Daughter*, Phillips’s skill as a designer is clear: the figures of the mother and child are neatly contained within clean outlines, and the painting is enriched by the use of bright, intense colors and careful attention to detail.",102,125,
CT0261,"Madame Pierre Gautreau (the Louisiana-born Virginie Amélie Avegno; 1859–1915) was known in Paris for her artful appearance. Sargent hoped to enhance his reputation by painting and exhibiting her portrait. Working without a commission but with his sitter’s complicity, he emphasized her daring personal style, showing the right strap of her gown slipping from her shoulder. At the Salon of 1884, the portrait received more ridicule than praise. Sargent repainted the shoulder strap and kept the work for over thirty years. When, eventually, he sold it to the Metropolitan, he commented, “I suppose it is the best thing I have done,” but asked that the Museum disguise the sitter’s name.","Madame Pierre Gautreau—born Virginie Amélie Avegno in Louisiana (1859–1915)—was famous in Paris for her carefully crafted appearance. The painter John Singer Sargent hoped to boost his own career by painting and publicly showing her portrait. He worked without being hired for the job, but with his subject’s cooperation. In the painting, he highlighted her bold personal style, showing the right strap of her gown slipping off her shoulder. When the portrait was displayed at the official Paris art exhibition in 1884, it received more mockery than praise. Sargent later repainted the shoulder strap and kept the work for more than thirty years. When he finally sold it to the Metropolitan Museum, he remarked, “I suppose it is the best thing I have done,” but asked that the museum hide the sitter’s name.",109,132,
