ID,ReferenceNumber,Museum,NameOfTheObject,PlaceOfOriginationMuseum,PlaceOfOrigination,Medium,Dimension,MuseumObjectType,TextType,CuratorialText_x,WordCountCuratorialText,URL,YearOfTheArtwork,NameCurator,NameOfTheArtist,Language,CuratorialText_y,persona1_adapted,persona2_adapted,persona3_adapted
CT0480,Painting.18,The British Museum,oil painting,The United Kingdom,Belgium,canvas,"Height: 72.10 centimetres
Width: 56.10 centimetres",Painting,ObjectLabel,"Portrait of Isabella Clara Eugenia of Austria (1566-1633), Infanta of Spain, half-length turned slightly to left, wearing white dress trimmed with red rosettes etc., large ruff, and jewelled headdress; after Frans Pourbus II
Oil painting on canvas",37,https://www.britishmuseum.org/collection/object/PA_Painting-18,Early 17thC,,Frans Pourbus II,English,"Portrait of Isabella Clara Eugenia of Austria (1566-1633), Infanta of Spain, half-length turned slightly to left, wearing white dress trimmed with red rosettes etc., large ruff, and jewelled headdress; after Frans Pourbus II
Oil painting on canvas","This is a portrait of Isabella Clara Eugenia of Austria. She lived from 1566 to 1633. She was an Infanta, which is a Spanish princess. In the painting, we see her from the waist up. Her body is turned slightly to the left. She wears a white dress with red rosettes for decoration. She also has a large ruff, which is a stiff, frilly collar. On her head, she wears a jeweled headdress. This painting is a copy of an original work by Frans Pourbus II. It is an oil painting on canvas.","Portrait of Isabella Clara Eugenia of Austria (1566-1633), Infanta of Spain. She is shown half-length, turned slightly to the left. She wears a white dress trimmed with red rosettes, a large ruff, and a jeweled headdress. This work is after Frans Pourbus II.  
Oil on canvas.","**Portrait of Isabella Clara Eugenia of Austria (1566–1633), Infanta of Spain**  
*After Frans Pourbus II*  
Oil painting on canvas  

In this half-length portrait, Isabella Clara Eugenia is shown turned slightly to the left. She wears a white dress trimmed with red rosettes, a large ruff—the stiff, pleated collar fashionable at the time—and a jeweled headdress. The work is a later copy or version based on an original by the Flemish court painter Frans Pourbus II, who was known for his detailed, formal portraits of European royalty."
CT0481,Painting.2,The British Museum,oil painting,The United Kingdom,France,canvas,"Height: 127.60 centimetres
Width: 103.20 centimetres",Painting,ObjectLabel,"Portrait of Augustus II ('The Strong') (1670-1733), King of Poland and Elector of Saxony, three-quarter length, standing, body turned half-right, head half-left, wearing armour and ermine-trimmed cloak, and holding sceptre.
Oil painting on canvas",34,https://www.britishmuseum.org/collection/object/PA_Painting-2,1718,,Louis de Silvestre,English,"Portrait of Augustus II ('The Strong') (1670-1733), King of Poland and Elector of Saxony, three-quarter length, standing, body turned half-right, head half-left, wearing armour and ermine-trimmed cloak, and holding sceptre.
Oil painting on canvas","This is a painting of Augustus II (1670–1733). He was the King of Poland and the Elector of Saxony. In the portrait, he stands and faces slightly to the right. His head is turned a little to the left. He wears armor and a cloak trimmed with ermine fur. He holds a royal scepter in his hand. This artwork is an oil painting on canvas.","Portrait of Augustus II ('The Strong') (1670–1733), King of Poland and Elector of Saxony. The figure is shown in three-quarter length, standing. His body is turned half to the right, and his head is turned half to the left. He wears armor and an ermine-trimmed cloak, and holds a scepter.  
Oil on canvas.","Portrait of Augustus II, known as ""the Strong"" (1670–1733), who was both King of Poland and Elector of Saxony. The painting shows him from about the knees up, standing with his body turned slightly to the right and his head turned slightly to the left. He wears armor and a cloak trimmed with ermine—a type of white fur historically associated with royalty—and holds a scepter, a ceremonial staff symbolizing authority. This work is an oil painting on canvas."
CT0482,Painting.20,The British Museum,oil painting,The United Kingdom,United Kingdom,canvas,"Height: 77 centimetres
Width: 64 centimetres",Painting,ObjectLabel,"Portrait said to be of Mary Tudor (1516-58) as Princess; Head and shoulders, 3/4 face, eyes looking full. Wearing ruff, earring, embroidered dress, ?chain, headdress.
Oil painting on canvas",30,https://www.britishmuseum.org/collection/object/PA_Painting-20,1531,,,English,"Portrait said to be of Mary Tudor (1516-58) as Princess; Head and shoulders, 3/4 face, eyes looking full. Wearing ruff, earring, embroidered dress, ?chain, headdress.
Oil painting on canvas","This portrait is said to show Mary Tudor (1516-58) as a young princess. We see her head and shoulders. She is turned slightly, but her eyes look straight at us. She wears a ruff, an earring, and an embroidered dress. She may also wear a chain and a headdress. The artist used oil paint on canvas.","Portrait said to be of Mary Tudor (1516–58) as Princess. Head and shoulders, three-quarter face, eyes looking directly at the viewer. She wears a ruff, an earring, an embroidered dress, possibly a chain, and a headdress.
Oil painting on canvas.","This portrait is believed to show Mary Tudor (1516–58) before she became queen, when she was still a princess. The painting captures her from the chest up, with her body turned slightly to the side while her eyes meet the viewer’s gaze directly. She wears a ruff—a stiff, pleated collar fashionable at the time—along with an earring, an elaborately embroidered dress, and what may be a chain. A headdress completes her attire. The work is an oil painting on canvas."
CT0483,Painting.23,The British Museum,oil painting,The United Kingdom,France,canvas,"Height: 27 centimetres
Width: 21 centimetres",Painting,ObjectLabel,"Portrait of Jacques (aka Jean, John, James) Rousseau (1630-93), Oval, head and shoulders turned half-r., eyes looking full, wearing dark coat and lace cravat. Oil on canvas.",27,https://www.britishmuseum.org/collection/object/PA_Painting-23,17thC,,Jean Rousseau,English,"Portrait of Jacques (aka Jean, John, James) Rousseau (1630-93), Oval, head and shoulders turned half-r., eyes looking full, wearing dark coat and lace cravat. Oil on canvas.","This is a portrait of a man named Jacques Rousseau. He lived from 1630 to 1693. People also called him Jean, John, or James. The painting is an oval shape. It shows his head and shoulders. His body is turned slightly to the right. His eyes look straight at you. He wears a dark coat and a lace necktie. The artist used oil paint on canvas.","Portrait of Jacques (also known as Jean, John, James) Rousseau (1630–93). Oval format. The sitter is shown head and shoulders, turned halfway to the right. His eyes look directly at the viewer. He wears a dark coat and a lace cravat. Oil on canvas.","Portrait of Jacques Rousseau (1630–93), also known as Jean, John, or James. The oval-shaped painting shows him from the chest up, his body turned slightly to the right, while his eyes look directly at the viewer. He wears a dark coat and a lace necktie. The work is done in oil on canvas."
CT0484,Painting.42,The British Museum,oil painting,The United Kingdom,United Kingdom,wood,"Height: 778 millimetres
Width: 778 millimetres",Painting,ObjectLabel,"Portrait of Dr Robert G W Anderson. Head, profile, facing to sitter's right
Oil painting on panel. The subject is looking out of a window in the artist's studio at Talfourd Road, Peckham. Superimposed on the window is a section of the Sloane astrolabe. The tie is a version of the Great Court ties sold at the British Museum around the end of 2000, to mark the opening of the Great Court.",72,https://www.britishmuseum.org/collection/object/PA_Painting-42,2001-2002,,Tom Phillips,English,"Portrait of Dr Robert G W Anderson. Head, profile, facing to sitter's right
Oil painting on panel. The subject is looking out of a window in the artist's studio at Talfourd Road, Peckham. Superimposed on the window is a section of the Sloane astrolabe. The tie is a version of the Great Court ties sold at the British Museum around the end of 2000, to mark the opening of the Great Court.","This is a portrait of Dr. Robert G. W. Anderson.  
It shows the side of his head, facing to the right.  
The painting is made with oil paint on a wooden panel.  

The subject is looking out of a window.  
This window is in the artist’s studio on Talfourd Road in Peckham.  
On top of the window, the artist added a section of the Sloane astrolabe.  
An astrolabe is an old tool used to study the stars.  

The tie Dr. Anderson wears is a special version.  
It is one of the Great Court ties sold at the British Museum.  
These ties were sold around the end of the year 2000.  
They marked the opening of the Great Court, a large new space at the museum.","Portrait of Dr. Robert G. W. Anderson. Head, profile, facing to the sitter's right.  
Oil painting on panel. The subject looks out of a window in the artist's studio on Talfourd Road, Peckham. Superimposed on the window is a section of the Sloane astrolabe. The tie is a version of the Great Court ties sold at the British Museum around the end of the year 2000, to mark the opening of the Great Court.","Portrait of Dr. Robert G. W. Anderson. The painting shows his head in profile, facing to the right. This is an oil painting on a wooden panel. The subject is looking out of a window in the artist's studio on Talfourd Road in Peckham. Overlaid on the window is a section of the Sloane astrolabe—an old scientific instrument used to measure the positions of stars and planets. The tie he wears is a version of the Great Court ties that were sold at the British Museum around the end of the year 2000, to celebrate the opening of the museum's Great Court."
CT0485,"Af1984,14.504",The British Museum,oil painting,The United Kingdom,Madagascar,canvas,"Height: 49.20 centimetres (framed)
Width: 79.70 centimetres (framed)
Depth: 2 centimetres (framed)",Painting,ObjectLabel,"Oil painting on canvas stretched and glued to back of stained wooden frame. Painting shows scene of an imaginary beach side village with huts and trees in the foreground, ocean and sky with full moon behind. Painting is signed.",39,https://www.britishmuseum.org/collection/object/E_Af1984-14-504,20thC,,,English,"Oil painting on canvas stretched and glued to back of stained wooden frame. Painting shows scene of an imaginary beach side village with huts and trees in the foreground, ocean and sky with full moon behind. Painting is signed.","This oil painting shows an imaginary beach village. In the front, you can see huts and trees. Behind them is the ocean and sky. A full moon shines in the sky. The artist signed the painting. It is made on canvas, which is stretched and glued to the back of a stained wooden frame.","Oil painting on canvas. The canvas is stretched and glued to the back of a stained wooden frame. The painting depicts an imaginary beachside village. In the foreground, there are huts and trees. Behind them, we see the ocean and sky with a full moon. The painting is signed.","This oil painting on canvas is mounted onto the back of a stained wooden frame. It depicts an imaginary seaside village, with huts and trees in the foreground, the ocean and sky in the background, and a full moon shining above. The work is signed by the artist."
CT0486,"Af1993,13.8",The British Museum,oil painting,The United Kingdom,Kenya,plywood,"Height: 30.60 centimetres
Width: 38.40 centimetres
Depth: 0.50 centimetres",Painting,ObjectLabel,"Oil painting; commercial sign-board made of plywood, used to advertise barbers' shop hairstyles. Six individual heads are depicted in profile, each numbered and displaying a different haircut. The heads face in different directions and are painted in bold black outlines on a white background; each head has a blue collar.",50,https://www.britishmuseum.org/collection/object/E_Af1993-13-8,1993 (circa),,Stephen M,English,"Oil painting; commercial sign-board made of plywood, used to advertise barbers' shop hairstyles. Six individual heads are depicted in profile, each numbered and displaying a different haircut. The heads face in different directions and are painted in bold black outlines on a white background; each head has a blue collar.","This is an oil painting on a plywood sign. The sign was used to advertise haircuts at a barber shop. It shows six heads in profile, meaning we see them from the side. Each head has a different haircut and is numbered. The heads face different directions. They are painted with bold black outlines on a white background. Each head also has a blue collar.","Oil painting; a commercial signboard made of plywood, used to advertise hairstyles at a barbershop. It shows six individual heads in profile, each numbered and displaying a different haircut. The heads face in different directions. They are painted with bold black outlines on a white background. Each head has a blue collar.","Oil painting on a commercial signboard made of plywood, originally used to advertise hairstyles at a barbershop. The image shows six individual heads in profile—meaning each is seen from the side—each numbered and displaying a different haircut. The heads face in various directions and are painted with bold black outlines against a white background; each head also has a blue collar."
CT0487,"Af2006,06.1",The British Museum,oil painting,The United Kingdom,Ethiopia,canvas,"Height: 189 centimetres ((framed))
Height: 184 centimetres
Width: 152 centimetres ((framed))
Width: 150 centimetres
Depth: 7 centimetres ((framed))
Depth: 7 centimetres",Painting,ObjectLabel,"A large oil painting on canvas depicting the slaying of the dragon by St George who is the central figure of the painting, mounted on a white horse and carrying a circular shield in one hand, a spear in the other. The dragon, with striped skin and small spotted wings, lies on its back beneath the horse's hooves, together with a little blue vanquished devil, his face in profile. To the right of the painting Biruwit is depicted in the branches of a tree; to the left stand a group of soldiers armed with spears and shields.",97,https://www.britishmuseum.org/collection/object/E_Af2006-06-1,1940-1945,,,English,"A large oil painting on canvas depicting the slaying of the dragon by St George who is the central figure of the painting, mounted on a white horse and carrying a circular shield in one hand, a spear in the other. The dragon, with striped skin and small spotted wings, lies on its back beneath the horse's hooves, together with a little blue vanquished devil, his face in profile. To the right of the painting Biruwit is depicted in the branches of a tree; to the left stand a group of soldiers armed with spears and shields.","This large oil painting on canvas shows Saint George killing a dragon. George is the main figure in the painting. He rides a white horse. In one hand, he holds a round shield. In the other hand, he carries a spear.

The dragon lies on its back under the horse's hooves. It has striped skin and small spotted wings. A little blue devil lies nearby, defeated, with his face shown from the side.

On the right side of the painting, a figure named Biruwit sits in the branches of a tree. On the left side, a group of soldiers stands. They are armed with spears and shields.","A large oil painting on canvas depicts Saint George slaying the dragon. George is the central figure, mounted on a white horse. He holds a circular shield in one hand and a spear in the other. The dragon has striped skin and small spotted wings. It lies on its back beneath the horse's hooves. Next to the dragon is a small blue devil, defeated, with his face shown in profile. On the right side of the painting, Biruwit appears in the branches of a tree. On the left, a group of soldiers stands, armed with spears and shields.","A large oil painting on canvas shows Saint George, the central figure, killing a dragon. He sits on a white horse, holding a round shield in one hand and a spear in the other. The dragon, with striped skin and small spotted wings, lies on its back under the horse's hooves. Next to it is a small, defeated blue devil, shown from the side. On the right side of the painting, the figure Biruwit appears in the branches of a tree. On the left, a group of soldiers stands, carrying spears and shields."
CT0488,"Am1986,06.288",The British Museum,El Paso del Desden,The United Kingdom,Mexico,canvas,"Height: 17.50 centimetres
Width: 20 centimetres
Depth: 2.50 centimetres",Painting,ObjectLabel,"Oil painting; wooden frame painted brown; matte of white mesh; at centre is miniature oil painting on white background with brown matte around it; painting shows a matador waving a red cape in front of a bull. Written on back: ""El Paso del Desden: 1.8 cm x 2 cm ozeo (?) s/ P. Ingres Fabr. Guillermo Calaveo Lazaro 1 217 Oct de 1985""",62,https://www.britishmuseum.org/collection/object/E_Am1986-06-288,1980s,,Guillermo Caraveo Lazaro,English,"Oil painting; wooden frame painted brown; matte of white mesh; at centre is miniature oil painting on white background with brown matte around it; painting shows a matador waving a red cape in front of a bull. Written on back: ""El Paso del Desden: 1.8 cm x 2 cm ozeo (?) s/ P. Ingres Fabr. Guillermo Calaveo Lazaro 1 217 Oct de 1985""","This artwork is an oil painting in a brown wooden frame. A white mesh matte surrounds the center. In the middle is a tiny oil painting on a white background. It shows a matador waving a red cape in front of a bull. On the back, there is writing: ""El Paso del Desden: 1.8 cm x 2 cm ozeo (?) s/ P. Ingres Fabr. Guillermo Calaveo Lazaro 1 217 Oct de 1985.""","Oil painting; wooden frame painted brown; matte of white mesh; at the center is a miniature oil painting on a white background with a brown matte around it. The painting shows a matador waving a red cape in front of a bull. Written on the back: ""El Paso del Desden: 1.8 cm x 2 cm ozeo (?) s/ P. Ingres Fabr. Guillermo Calaveo Lazaro 1 217 Oct de 1985""","This small oil painting is set within a brown-painted wooden frame. A white mesh matte surrounds the central image, which is a miniature oil painting on a white background, bordered by a brown matte. The scene depicts a matador waving a red cape in front of a bull. On the back, an inscription reads: ""El Paso del Desden: 1.8 cm x 2 cm ozeo (?) s/ P. Ingres Fabr. Guillermo Calaveo Lazaro 1 217 Oct de 1985"" — likely noting the title, dimensions, materials, artist, and date."
CT0489,"Am2006,Ptg.32",The British Museum,Portfolio of pipes,The United Kingdom,North America,cardboard,"Height: 46.50 centimetres (bound portfolio)
Height: 44.30 centimetres
Width: 63.40 centimetres (bound portfolio)
Width: 57.80 centimetres",Painting,ObjectLabel,"Painting; pouches made from the skin of small animals; used for carrying tobacco, smoking barks and weeds. plate 13.
Oil on cardboard",22,https://www.britishmuseum.org/collection/object/E_Am2006-Ptg-32,1852,,George Catlin,English,"Painting; pouches made from the skin of small animals; used for carrying tobacco, smoking barks and weeds. plate 13.
Oil on cardboard",This painting shows pouches made from the skin of small animals. People used them to carry tobacco and smoking plants. The artist painted it with oil on cardboard.,"**Adapted Text:**

This work depicts pouches made from the skin of small animals. These pouches were used for carrying tobacco, as well as smoking barks and weeds. The piece is labeled as plate 13. It is executed in oil on cardboard.","This small work, painted in oil on cardboard, depicts pouches crafted from the skin of small animals. These pouches were used for carrying tobacco, as well as smoking barks and weeds. The image is identified as plate 13."
CT0490,"As2006,Ptg.8",The British Museum,Native of the rank of Mantri Madura,The United Kingdom,Indonesia,cardboard,"Height: 19.70 centimetres (image only)
Height: 22.60 centimetres (original card mount)
Height: 21.50 centimetres
Width: 14.90 centimetres (image only)
Width: 17.60 centimetres (original card mount)
Width: 16 centimetres",Painting,ObjectLabel,"Painting; three Javanese men; wearing head-dress, shirt and sarong. Man at the front has a kris or sword, secured to his back with a waist wrap. House and trees are in the background.
oil on canvas",36,https://www.britishmuseum.org/collection/object/A_As2006-Ptg-8,1810 (circa),,William Daniell,English,"Painting; three Javanese men; wearing head-dress, shirt and sarong. Man at the front has a kris or sword, secured to his back with a waist wrap. House and trees are in the background.
oil on canvas","This painting shows three Javanese men. They wear head-dresses, shirts, and sarongs. The man in front has a kris, a type of sword, tied to his back with a cloth around his waist. A house and trees are in the background. The artist used oil paint on canvas.","Painting; three Javanese men; wearing head-dress, shirt, and sarong. The man at the front has a kris (a type of sword) secured to his back with a waist wrap. A house and trees appear in the background.  
Oil on canvas.","Three Javanese men are depicted in this oil painting on canvas. They wear traditional headdresses, shirts, and sarongs—a type of wrapped garment. The man in the foreground carries a kris, a distinctive Indonesian dagger or sword, secured to his back by a cloth wrapped around his waist. In the background, a house and trees complete the scene."
CT0491,"As2006,Ptg.4",The British Museum,A Penganten Wádon or Bride,The United Kingdom,Indonesia,cardboard,"Height: 19.20 centimetres (image only)
Height: 24.70 centimetres
Width: 14.40 centimetres (image only)
Width: 19.30 centimetres",Painting,ObjectLabel,"Painting; full length portrait a Javanese woman; wearing head, neck, arm ornament and designed costume. People, trees and two thatched buildings are in the background.
oil on canvas",28,https://www.britishmuseum.org/collection/object/A_As2006-Ptg-4,1810 (circa),,William Daniell,English,"Painting; full length portrait a Javanese woman; wearing head, neck, arm ornament and designed costume. People, trees and two thatched buildings are in the background.
oil on canvas","This painting shows a full-length portrait of a Javanese woman. She wears decorated ornaments on her head, neck, and arms. Her costume is carefully designed. In the background, you can see people, trees, and two thatched buildings. The artist used oil paint on canvas.","Painting; full-length portrait of a Javanese woman. She wears ornaments on her head, neck, and arms, as well as a designed costume. In the background, there are people, trees, and two thatched buildings.
Oil on canvas.","This full-length portrait depicts a Javanese woman, adorned with elaborate ornaments on her head, neck, and arms, and dressed in a richly designed costume. In the background, we see figures, trees, and two thatched buildings, which set the scene and hint at her cultural surroundings. The work is painted in oil on canvas, a common technique that allows for rich color and texture."
CT0492,"As2006,Ptg.2",The British Museum,Javanese in war dress,The United Kingdom,Indonesia,cardboard,"Height: 19.20 centimetres (image only)
Height: 24.60 centimetres
Width: 14.20 centimetres (image only)
Width: 19.30 centimetres",Painting,ObjectLabel,"Painting; full length portrait of a Javanese man holding a spear; wearing a helmet, striped shirt and leggings and sarong with waist wrap. He carries a kris either side of his waist wrap and a sword hanging on his left side. Trees and buildings, one with a large flag are in the background.
oil on canvas",56,https://www.britishmuseum.org/collection/object/A_As2006-Ptg-2,1810 (circa),,William Daniell,English,"Painting; full length portrait of a Javanese man holding a spear; wearing a helmet, striped shirt and leggings and sarong with waist wrap. He carries a kris either side of his waist wrap and a sword hanging on his left side. Trees and buildings, one with a large flag are in the background.
oil on canvas","This is a full-length painting of a Javanese man. He holds a spear. He wears a helmet, a striped shirt, leggings, and a sarong with a wrap around his waist. He carries a kris—a type of traditional dagger—on each side of his waist wrap. A sword hangs on his left side. In the background, there are trees and buildings. One building has a large flag. The artist used oil paint on canvas.","Painting; full-length portrait of a Javanese man holding a spear. He wears a helmet, a striped shirt, leggings, and a sarong with a waist wrap. He carries a kris on each side of his waist wrap, and a sword hangs on his left side. In the background, there are trees and buildings; one building has a large flag.  
Oil on canvas.","This full-length portrait shows a Javanese man standing with a spear in hand. He wears a helmet, a striped shirt, leggings, and a sarong—a traditional wrapped garment—secured with a cloth around his waist. Tucked into either side of this waist wrap are two kris, which are distinctive Javanese daggers with wavy blades, and a sword hangs from his left side. In the background, trees and buildings are visible, including one structure flying a large flag. The work is painted in oil on canvas."
CT0493,"Am2006,Ptg.8",The British Museum,Moses Keokuk,The United Kingdom,North America,canvas,"Height: 92 centimetres (framed)
Height: 86.50 centimetres (unframed)
Width: 74.80 centimetres (framed)
Width: 68.50 centimetres (unframed)",Painting,ObjectLabel,"Painting; portrait of Wunagisa, also known as Moses Keokuk, Jr; was principal Chief of the Sacs & Fox Nation; wearing headdress with feathers, ear-rings, necklaces, one made of bear claws, shirt and a decorated blanket wrap; holding a Pipe-tomahawk and fan made of feathers.
Oil on canvas",46,https://www.britishmuseum.org/collection/object/E_Am2006-Ptg-8,1870-1875,,Zeno Shindler,English,"Painting; portrait of Wunagisa, also known as Moses Keokuk, Jr; was principal Chief of the Sacs & Fox Nation; wearing headdress with feathers, ear-rings, necklaces, one made of bear claws, shirt and a decorated blanket wrap; holding a Pipe-tomahawk and fan made of feathers.
Oil on canvas","This is a painting of Wunagisa, also known as Moses Keokuk, Jr. He was the principal chief of the Sac and Fox Nation. In the portrait, he wears a feathered headdress, earrings, and necklaces. One necklace is made of bear claws. He also wears a shirt and a decorated blanket wrap. In his hands, he holds a pipe-tomahawk and a fan made of feathers. The artist used oil paint on canvas.","**Adapted Text:**

This is an oil-on-canvas portrait of Wunagisa, also known as Moses Keokuk, Jr. He served as the principal Chief of the Sacs & Fox Nation. In the painting, he wears a feathered headdress, earrings, and several necklaces—one of which is made from bear claws. He is dressed in a shirt and a decorated blanket wrap. He holds a pipe-tomahawk and a fan made of feathers.","This portrait shows Wunagisa, also known as Moses Keokuk, Jr., who served as the principal chief of the Sac and Fox Nation. He is depicted in formal attire that reflects his status and cultural identity: a feathered headdress, earrings, and several necklaces—including one made from bear claws. He wears a shirt and a blanket wrap decorated with patterns, while holding a pipe-tomahawk (a combination of a pipe and a hatchet used in ceremonies) and a fan made of feathers. The work is painted in oil on canvas."
CT0494,"Oc2006,Ptg.11",The British Museum,Queen Marpoura,The United Kingdom,Australia,canvas,"Height: 11.70 centimetres
Width: 14 centimetres",Painting,ObjectLabel,"Painting; from a collection of seventeen. An Aboriginal Australian woman from Spring Creek, near Port Fairy, Victoria; wearing head-band and possum skin cloak.
Oil on canvas.",26,https://www.britishmuseum.org/collection/object/E_Oc2006-Ptg-11,1856,,Robert Hawker Dowling,English,"Painting; from a collection of seventeen. An Aboriginal Australian woman from Spring Creek, near Port Fairy, Victoria; wearing head-band and possum skin cloak.
Oil on canvas.","This painting is part of a set of seventeen. It shows an Aboriginal Australian woman from Spring Creek, near Port Fairy, Victoria. She wears a headband and a cloak made from possum skin. The artist used oil paint on canvas.","Painting; from a set of seventeen works. Depicts an Aboriginal Australian woman from Spring Creek, near Port Fairy, Victoria. She wears a headband and a cloak made of possum skin. Medium: oil on canvas.","A painting from a set of seventeen. It shows an Aboriginal Australian woman from Spring Creek, near Port Fairy in Victoria. She wears a headband and a cloak made from possum skin. The work is painted in oil on canvas."
CT0495,"Am2006,Ptg.5",The British Museum,oil painting,The United Kingdom,North America,canvas,"Height: 97.50 centimetres (framed)
Height: 91.50 centimetres (unframed)
Width: 79.50 centimetres (framed)
Width: 74 centimetres (unframed)",Painting,ObjectLabel,"Painting; portrait of a Native North American Chief, name unknown; wearing two feathers in his hair, neck ornament, decorated frill shirt, blanket wrap and holding a Pipe-tomahawk and tobacco pouch.
Oil on canvas",33,https://www.britishmuseum.org/collection/object/E_Am2006-Ptg-5,1870-1875,,Zeno Shindler,English,"Painting; portrait of a Native North American Chief, name unknown; wearing two feathers in his hair, neck ornament, decorated frill shirt, blanket wrap and holding a Pipe-tomahawk and tobacco pouch.
Oil on canvas","This is a painting of a Native North American chief. We do not know his name. He wears two feathers in his hair and a neck ornament. His shirt has a decorated frill, and he is wrapped in a blanket. He holds a pipe-tomahawk and a tobacco pouch. The artist used oil paint on canvas.","Painting; portrait of a Native North American chief, name unknown. The subject wears two feathers in his hair, a neck ornament, a decorated frill shirt, and a blanket wrap. He holds a pipe-tomahawk and a tobacco pouch.
Oil on canvas.","Oil on canvas portrait of an unidentified Native North American Chief. He wears two feathers in his hair, a neck ornament, a shirt with a decorated frill, and a blanket wrap. In his hands, he holds a Pipe-tomahawk—a weapon that also functioned as a smoking pipe—along with a tobacco pouch."
CT0496,"As2006,Ptg.7",The British Museum,A soldier exercising in presence of his chieftain,The United Kingdom,Indonesia,cardboard,"Height: 19.20 centimetres (image only)
Height: 24.80 centimetres
Width: 14.20 centimetres (image only)
Width: 18.50 centimetres",Painting,ObjectLabel,"Painting; side view of a Javanese soldier holding a kris and circular shield; wearing head-dress, top garment and serong, with a kris-sheath secure to his back with his waist wrap. People, trees and the top of a building are in the background.
oil on canvas",45,https://www.britishmuseum.org/collection/object/A_As2006-Ptg-7,1810 (circa),,William Daniell,English,"Painting; side view of a Javanese soldier holding a kris and circular shield; wearing head-dress, top garment and serong, with a kris-sheath secure to his back with his waist wrap. People, trees and the top of a building are in the background.
oil on canvas","This painting shows a side view of a Javanese soldier. He holds a kris, which is a type of traditional dagger, and a round shield. The soldier wears a head-dress, a top garment, and a cloth called a serong. A sheath for his kris is tucked into the cloth wrapped around his waist, securing it to his back. In the background, you can see people, trees, and the top of a building. The artist used oil paint on canvas.","Painting; side view of a Javanese soldier holding a kris and a circular shield. He wears a head-dress, an upper garment, and a serong. A kris-sheath is secured to his back by his waist wrap. In the background, there are people, trees, and the top of a building.
oil on canvas","A painting shows a Javanese soldier from the side, holding a traditional dagger called a kris and a round shield. He wears a headdress, an upper garment, and a cloth known as a serong, which is draped over his body. A sheath for the kris is fastened to his back by his waist wrap. In the background, there are people, trees, and the top of a building. The work is painted in oil on canvas."
CT0497,"Am2006,Ptg.27",The British Museum,Portfolio of pipes,The United Kingdom,North America,cardboard,"Height: 46.50 centimetres (bound portfolio)
Height: 44.30 centimetres
Width: 63.40 centimetres (bound portfolio)
Width: 57.80 centimetres",Painting,ObjectLabel,"Painting; five decorated pipe bowls featuring men, bears, and a woman; below is a decorated tomahawk pipe. plate 8.
Oil on cardboard",22,https://www.britishmuseum.org/collection/object/E_Am2006-Ptg-27,1852,,George Catlin,English,"Painting; five decorated pipe bowls featuring men, bears, and a woman; below is a decorated tomahawk pipe. plate 8.
Oil on cardboard","This painting shows five decorated pipe bowls. They feature images of men, bears, and a woman. Below them is a decorated tomahawk pipe. This artwork is labeled as plate 8. It was made with oil paint on cardboard.","Painting: five decorated pipe bowls, depicting men, bears, and a woman. Below them is a decorated tomahawk pipe. Plate 8.

Oil on cardboard","Five painted pipe bowls, each decorated with images of men, bears, and a woman, are shown above a similarly decorated tomahawk pipe. This work is part of a series of illustrations, labeled as plate 8. It was created using oil paint on cardboard."
CT0498,"Oc2006,Ptg.27",The British Museum,oil painting,The United Kingdom,Tonga,canvas,"Height: 73.40 centimetres (frame)
Height: 73 centimetres (painting)
Width: 61.60 centimetres (frame)
Width: 62 centimetres (painting)",Painting,ObjectLabel,"Framed painting; portrait of Sina Kavaliku, seated on the ground, wearing a western-style dress, her hair in plaits and a flower in her hair. Tonga. 1951.
Oil on canvas.",29,https://www.britishmuseum.org/collection/object/E_Oc2006-Ptg-27,1951,,Noelle Ora Sandwith,English,"Framed painting; portrait of Sina Kavaliku, seated on the ground, wearing a western-style dress, her hair in plaits and a flower in her hair. Tonga. 1951.
Oil on canvas.","This is a framed painting of a woman named Sina Kavaliku. She is sitting on the ground. She wears a Western-style dress. Her hair is in braids, and she has a flower in it. The painting was made in Tonga in 1951. The artist used oil paint on canvas.","Framed painting; portrait of Sina Kavaliku. She is seated on the ground, wearing a Western-style dress. Her hair is in plaits, and she wears a flower in her hair. Tonga. 1951.
Oil on canvas.","This portrait shows Sina Kavaliku seated on the ground, wearing a Western-style dress with her hair in plaits and a flower tucked behind her ear. Painted in Tonga in 1951, the work is executed in oil on canvas, a technique that allows for rich color and subtle shifts in light and texture. The artist captures a moment of quiet composure, blending formal portraiture with a sense of everyday life."
