ID,ReferenceNumber,Museum,NameOfTheObject,PlaceOfOriginationMuseum,PlaceOfOrigination,Medium,Dimension,MuseumObjectType,TextType,CuratorialText_x,WordCountCuratorialText,URL,YearOfTheArtwork,NameCurator,NameOfTheArtist,Language,CuratorialText_y,persona1_adapted,persona2_adapted,persona3_adapted
CT0427,,The British Museum,,The United Kingdom,Greece,,,,ExhibitionText,"During his leadership, from 336–323 BC, Alexander the Great conquered the Greek city-states, the Persian Empire and founded more than 70 cities creating an empire that stretched across three continents and covered about two million square miles.  The Hellenistic period dates from the death of Alexander the Great in 323 BC to the defeat of Cleopatra VII and Mark Antony at Actium in 31 BC. After his death, Alexander's empire was divided up into kingdoms, ruled by his generals. The major dynasties sponsored major architectural programmes and were great patrons of the arts and culture. Objects on display in Room 22 include a colossal carved column drum from the Temple of Artemis at Ephesos (one of the Seven Wonders of the Ancient World), the Demeter from Knidos in south-west Turkey and Greek bronzes. Displays of smaller objects show the skill of ancient goldsmiths, metalworkers, potters and coroplasts (makers of clay or terracotta figurines) and gem cutters.",157,https://www.britishmuseum.org/collection/galleries/world-alexander,Permanent,,,English,"During his leadership, from 336–323 BC, Alexander the Great conquered the Greek city-states, the Persian Empire and founded more than 70 cities creating an empire that stretched across three continents and covered about two million square miles.  The Hellenistic period dates from the death of Alexander the Great in 323 BC to the defeat of Cleopatra VII and Mark Antony at Actium in 31 BC. After his death, Alexander's empire was divided up into kingdoms, ruled by his generals. The major dynasties sponsored major architectural programmes and were great patrons of the arts and culture. Objects on display in Room 22 include a colossal carved column drum from the Temple of Artemis at Ephesos (one of the Seven Wonders of the Ancient World), the Demeter from Knidos in south-west Turkey and Greek bronzes. Displays of smaller objects show the skill of ancient goldsmiths, metalworkers, potters and coroplasts (makers of clay or terracotta figurines) and gem cutters.","Alexander the Great led his empire from 336 to 323 BC. During that time, he conquered the Greek city-states and the Persian Empire. He also founded more than 70 cities. His empire stretched across three continents and covered about two million square miles.

The Hellenistic period began after Alexander died in 323 BC. It lasted until 31 BC, when Cleopatra VII and Mark Antony were defeated at Actium. After Alexander's death, his empire was split into kingdoms. His generals ruled these kingdoms. The major royal families paid for large building projects. They also supported art and culture.

Room 22 displays many objects from this time. One is a huge carved column drum from the Temple of Artemis at Ephesos. That temple was one of the Seven Wonders of the Ancient World. Another object is the Demeter statue from Knidos in southwest Turkey. There are also Greek bronzes. Smaller objects show the skill of ancient goldsmiths, metalworkers, potters, and gem cutters. Coroplasts—makers of clay or terracotta figurines—also created detailed works.","During his rule, from 336 to 323 BC, Alexander the Great conquered the Greek city-states and the Persian Empire. He also founded more than 70 cities. As a result, he created an empire that extended across three continents and covered about two million square miles. The Hellenistic period begins with the death of Alexander the Great in 323 BC and ends with the defeat of Cleopatra VII and Mark Antony at Actium in 31 BC. After Alexander died, his empire was divided into separate kingdoms. These kingdoms were ruled by his former generals. The major dynasties funded large architectural projects and were important supporters of the arts and culture. Objects displayed in Room 22 include a large carved column drum from the Temple of Artemis at Ephesos (one of the Seven Wonders of the Ancient World), the Demeter statue from Knidos in southwestern Turkey, and Greek bronzes. Smaller objects on display demonstrate the skill of ancient goldsmiths, metalworkers, potters, coroplasts (makers of clay or terracotta figurines), and gem cutters.","During his rule, from 336 to 323 BC, Alexander the Great conquered the Greek city-states and the Persian Empire, and founded more than 70 cities. In doing so, he created an empire that stretched across three continents and covered about two million square miles. The period that followed is known as the Hellenistic era, which began with Alexander’s death in 323 BC and ended with the defeat of Cleopatra VII and Mark Antony at the Battle of Actium in 31 BC. After Alexander died, his empire was divided into kingdoms ruled by his former generals. The major ruling families of these kingdoms sponsored large-scale building projects and were generous supporters of the arts and culture. Objects on display in Room 22 include a massive carved column drum from the Temple of Artemis at Ephesos—one of the Seven Wonders of the Ancient World—alongside the Demeter statue from Knidos in southwestern Turkey, and Greek bronze works. Smaller displays highlight the skill of ancient goldsmiths, metalworkers, potters, and makers of clay or terracotta figurines, as well as gem cutters."
CT0428,,The British Museum,,The United Kingdom,Hawaii,,,,ExhibitionText,"The exhibition is a dazzling celebration of the artistry and history of Hawaiʻi. It brings together remarkable objects – from feathered cloaks worn by chiefs and finely carved deities, to powerful shark-toothed weapons and bold contemporary works by Kānaka ʻŌiwi (Native Hawaiian) artists. In 1824, the young King Liholiho and Queen Kamāmalu travelled across vast oceans on a journey that would mark a turning point in the history of their kingdom, Hawaiʻi. The exhibition commemorates over 200 years since this ill-fated royal visit and sheds light on Hawaiʻi's history and culture through an exploration of the complex and enduring relationship between the Hawaiian and British nations.",106,https://www.britishmuseum.org/events/relaxed-evening-event-hawaii,,,,English,"The exhibition is a dazzling celebration of the artistry and history of Hawaiʻi. It brings together remarkable objects – from feathered cloaks worn by chiefs and finely carved deities, to powerful shark-toothed weapons and bold contemporary works by Kānaka ʻŌiwi (Native Hawaiian) artists. In 1824, the young King Liholiho and Queen Kamāmalu travelled across vast oceans on a journey that would mark a turning point in the history of their kingdom, Hawaiʻi. The exhibition commemorates over 200 years since this ill-fated royal visit and sheds light on Hawaiʻi's history and culture through an exploration of the complex and enduring relationship between the Hawaiian and British nations.","This exhibition celebrates the art and history of Hawaiʻi. It brings together amazing objects. You will see feathered cloaks worn by chiefs, finely carved statues of gods, powerful weapons made with shark teeth, and bold modern works by Kānaka ʻŌiwi (Native Hawaiian) artists.

In 1824, the young King Liholiho and Queen Kamāmalu traveled across the ocean. Their journey marked a turning point in the history of their kingdom, Hawaiʻi. This exhibition honors over 200 years since that royal visit. It explores the deep and lasting relationship between the Hawaiian and British nations.","The exhibition is a brilliant celebration of the artistry and history of Hawaiʻi. It brings together remarkable objects—from feathered cloaks worn by chiefs and finely carved deities, to powerful shark-toothed weapons and bold contemporary works by Kānaka ʻŌiwi (Native Hawaiian) artists. In 1824, the young King Liholiho and Queen Kamāmalu traveled across vast oceans on a journey that would mark a turning point in the history of their kingdom, Hawaiʻi. The exhibition commemorates over 200 years since this unfortunate royal visit. It sheds light on Hawaiʻi's history and culture by exploring the complex and enduring relationship between the Hawaiian and British nations.","This exhibition celebrates the artistry and history of Hawaiʻi. It brings together remarkable objects—from feathered cloaks once worn by chiefs and finely carved figures of gods, to powerful weapons edged with shark teeth and bold contemporary works by Kānaka ʻŌiwi (Native Hawaiian) artists. In 1824, the young King Liholiho and Queen Kamāmalu traveled across vast oceans on a journey that would mark a turning point in the history of their kingdom, Hawaiʻi. The exhibition marks over 200 years since this tragic royal visit and explores Hawaiʻi's history and culture by examining the complex and lasting relationship between the Hawaiian and British nations."
CT0429,,The British Museum,,The United Kingdom,Hawaii,,,,ExhibitionText,"The exhibition is a dazzling celebration of the artistry and history of Hawaiʻi. It brings together remarkable objects – from feathered cloaks worn by chiefs and finely carved deities, to powerful shark-toothed weapons and bold contemporary works by Kānaka ʻŌiwi (Native Hawaiian) artists. In 1824, the young King Liholiho and Queen Kamāmalu travelled across vast oceans on a journey that would mark a turning point in the history of their kingdom, Hawaiʻi. The exhibition commemorates over 200 years since this ill-fated royal visit and sheds light on Hawaiʻi's history and culture through an exploration of the complex and enduring relationship between the Hawaiian and British nations.",106,https://www.britishmuseum.org/events/deaf-led-bsl-tour-hawaii,,,,English,"The exhibition is a dazzling celebration of the artistry and history of Hawaiʻi. It brings together remarkable objects – from feathered cloaks worn by chiefs and finely carved deities, to powerful shark-toothed weapons and bold contemporary works by Kānaka ʻŌiwi (Native Hawaiian) artists. In 1824, the young King Liholiho and Queen Kamāmalu travelled across vast oceans on a journey that would mark a turning point in the history of their kingdom, Hawaiʻi. The exhibition commemorates over 200 years since this ill-fated royal visit and sheds light on Hawaiʻi's history and culture through an exploration of the complex and enduring relationship between the Hawaiian and British nations.","This exhibition celebrates the art and history of Hawaiʻi. It brings together amazing objects. You will see feathered cloaks worn by chiefs, finely carved statues of gods, and powerful weapons made with shark teeth. You will also see bold modern works by Kānaka ʻŌiwi (Native Hawaiian) artists.

In 1824, the young King Liholiho and Queen Kamāmalu traveled across the ocean. Their journey would change the history of their kingdom, Hawaiʻi. This exhibition marks over 200 years since that royal visit. It explores the deep and lasting relationship between the Hawaiian and British nations.","The exhibition celebrates the artistry and history of Hawaiʻi in a striking way. It brings together remarkable objects: feathered cloaks worn by chiefs, finely carved deities, powerful shark-toothed weapons, and bold contemporary works by Kānaka ʻŌiwi (Native Hawaiian) artists. In 1824, the young King Liholiho and Queen Kamāmalu traveled across vast oceans. Their journey marked a turning point in the history of their kingdom, Hawaiʻi. The exhibition commemorates over 200 years since this ill-fated royal visit. It sheds light on Hawaiʻi’s history and culture by exploring the complex and enduring relationship between the Hawaiian and British nations.","This exhibition celebrates the artistry and history of Hawaiʻi, bringing together remarkable objects that tell a powerful story. You’ll see feathered cloaks once worn by chiefs, finely carved figures of gods, weapons edged with shark teeth, and bold contemporary works by Kānaka ʻŌiwi (Native Hawaiian) artists.

The exhibition marks over 200 years since a pivotal moment: the 1824 journey of the young King Liholiho and Queen Kamāmalu across the ocean to England. That royal visit would end in tragedy, but it also marked a turning point in Hawaiʻi’s history. By exploring the complex and lasting relationship between the Hawaiian and British nations, the exhibition sheds light on Hawaiian culture and the events that shaped it."
CT0430,,The British Museum,,The United Kingdom,United Kingdom,,,,ExhibitionText,"This fashion show presents contemporary clothing of the Moana-Nui-a-Kiwa (the great ocean of Kiwa/the Pacific Ocean), which has been facilitated in the UK by Interisland Collective and curated by Lyall Hakaraia. The collection has been conceived and made by Māori designer Lyall Hakaraia in collaboration with venerated practitioners from across the Pacific. These practictioners are tohunga (experts) who are building and continue to grow Pacific cultural knowledge. They consider themselves as guides and strive to be 'good ancestors' through their daily practices, powerful intentions and vision. They are building resilient futures for mokopuna (grandchildren) and generations to come. The show will act as a focal point for the Pacific diaspora community as they activate a VĀ (portal) to their ancestors. The show is an offering to those ancestors that remain at the British Museum and are embodied through Pacific collections. It aims to 'warm' them in slumber. The collective will sing, chant and offer prayers to them during the show with Aroha (love) from across the Pacific.",167,https://www.britishmuseum.org/events/matakite-prophecy-this-is,,,,English,"This fashion show presents contemporary clothing of the Moana-Nui-a-Kiwa (the great ocean of Kiwa/the Pacific Ocean), which has been facilitated in the UK by Interisland Collective and curated by Lyall Hakaraia. The collection has been conceived and made by Māori designer Lyall Hakaraia in collaboration with venerated practitioners from across the Pacific. These practictioners are tohunga (experts) who are building and continue to grow Pacific cultural knowledge. They consider themselves as guides and strive to be 'good ancestors' through their daily practices, powerful intentions and vision. They are building resilient futures for mokopuna (grandchildren) and generations to come. The show will act as a focal point for the Pacific diaspora community as they activate a VĀ (portal) to their ancestors. The show is an offering to those ancestors that remain at the British Museum and are embodied through Pacific collections. It aims to 'warm' them in slumber. The collective will sing, chant and offer prayers to them during the show with Aroha (love) from across the Pacific.","This fashion show features modern clothing from Moana-Nui-a-Kiwa (the great ocean of Kiwa, also known as the Pacific Ocean). The show was organized in the UK by Interisland Collective and curated by Lyall Hakaraia.

The collection was designed by Māori creator Lyall Hakaraia. He worked with respected experts from across the Pacific. These experts are called *tohunga* (specialists). They build and grow Pacific cultural knowledge. They see themselves as guides. Through their daily work, strong intentions, and vision, they try to be 'good ancestors.' They are creating strong futures for *mokopuna* (grandchildren) and generations to come.

The show will be a gathering point for the Pacific diaspora community. They will open a *VĀ* (a portal) to their ancestors. The show is a gift to those ancestors who remain at the British Museum. These ancestors are present in the Pacific collections. The show aims to 'warm' them as they rest. During the show, the group will sing, chant, and offer prayers. They do this with *Aroha* (love) from across the Pacific.","This fashion show presents contemporary clothing from Moana-Nui-a-Kiwa (the great ocean of Kiwa / the Pacific Ocean). The event has been organized in the UK by Interisland Collective and curated by Lyall Hakaraia.

The collection was conceived and made by Māori designer Lyall Hakaraia. He worked in collaboration with venerated practitioners from across the Pacific. These practitioners are tohunga (experts). They are building and continue to grow Pacific cultural knowledge. They see themselves as guides. Through their daily practices, powerful intentions, and vision, they strive to be 'good ancestors.' They are building resilient futures for mokopuna (grandchildren) and for generations to come.

The show will act as a central point for the Pacific diaspora community. Through the show, they activate a VĀ (portal) to their ancestors. The show is an offering to those ancestors who remain at the British Museum and are embodied through Pacific collections. The show aims to 'warm' them in their slumber. During the show, the collective will sing, chant, and offer prayers to them with Aroha (love) from across the Pacific.","This fashion show presents contemporary clothing from Moana-Nui-a-Kiwa—the great ocean of Kiwa, known in English as the Pacific Ocean. The event has been organized in the UK by Interisland Collective and curated by Lyall Hakaraia. The collection was conceived and created by Māori designer Lyall Hakaraia in collaboration with highly respected practitioners from across the Pacific. These practitioners are *tohunga* (experts) who are building and continuing to grow Pacific cultural knowledge. They see themselves as guides and strive to be 'good ancestors' through their daily practices, powerful intentions, and vision. Their work aims to build resilient futures for *mokopuna* (grandchildren) and generations to come.

The show will serve as a gathering point for the Pacific diaspora community as they activate a *VĀ*—a portal or sacred space—connecting them to their ancestors. It is an offering to those ancestors who remain at the British Museum, embodied in the museum's Pacific collections. The performance seeks to 'warm' them in their slumber. During the show, the collective will sing, chant, and offer prayers to these ancestors with *Aroha* (love) from across the Pacific."
CT0431,,The British Museum,,The United Kingdom,China,,,,SectionText,"One half of the gallery presents the histories of China from 5000 BC to the present: from iconic Ming dynasty blue-and-white porcelain to delicate handscrolls, from magnificent Tang dynasty tomb figurines to modern works of art. The displays feature the richness of art and material culture in China, including painting, prints, jade, bronze, lacquer and ceramics.",56,https://www.britishmuseum.org/collection/galleries/china-and-south-asia,,,,English,"One half of the gallery presents the histories of China from 5000 BC to the present: from iconic Ming dynasty blue-and-white porcelain to delicate handscrolls, from magnificent Tang dynasty tomb figurines to modern works of art. The displays feature the richness of art and material culture in China, including painting, prints, jade, bronze, lacquer and ceramics.","One side of the gallery shows China’s history from 5000 BC to today. You’ll see famous Ming dynasty blue-and-white porcelain and delicate handscrolls. There are also grand Tang dynasty tomb figurines and modern artworks. The displays highlight the variety of Chinese art and objects, including paintings, prints, jade, bronze, lacquer, and ceramics.","One half of the gallery presents the histories of China from 5000 BC to the present. The objects range from iconic Ming dynasty blue-and-white porcelain to delicate handscrolls. They also include magnificent Tang dynasty tomb figurines and modern works of art. The displays show the richness of art and material culture in China. This includes painting, prints, jade, bronze, lacquer, and ceramics.","One half of the gallery traces China’s history from 5000 BC to the present, showcasing a wide range of objects: from the famous blue-and-white porcelain of the Ming dynasty to delicate handscrolls (long, rolled paintings meant to be viewed section by section), from impressive Tang dynasty tomb figurines to modern artworks. The displays highlight the richness of Chinese art and material culture, including painting, prints, jade, bronze, lacquer, and ceramics."
CT0432,,The British Museum,,The United Kingdom,China,,,,SectionText,"The other half of the gallery presents South Asia's many histories chronologically and by region, from early human occupation to the present. Highlights include seals from the Indus civilisation, superb south Indian sculptures of Shiva and one of the finest statues of the goddess Tara from Sri Lanka. Sophisticated paintings and objects from the courts of the Mughal emperors can be seen alongside 20th-century paintings, including by the Nobel laureate Rabindranath Tagore.",72,https://www.britishmuseum.org/collection/galleries/china-and-south-asia,,,,English,"The other half of the gallery presents South Asia's many histories chronologically and by region, from early human occupation to the present. Highlights include seals from the Indus civilisation, superb south Indian sculptures of Shiva and one of the finest statues of the goddess Tara from Sri Lanka. Sophisticated paintings and objects from the courts of the Mughal emperors can be seen alongside 20th-century paintings, including by the Nobel laureate Rabindranath Tagore.","This side of the gallery shows South Asia's many histories. It is organized by time and by region, from early humans to today. Key objects include seals from the Indus civilization. There are also beautiful sculptures of Shiva from south India. One of the finest statues of the goddess Tara, from Sri Lanka, is here too. You can see detailed paintings and objects from the courts of the Mughal emperors. These are displayed next to 20th-century paintings, including works by Rabindranath Tagore, who won the Nobel Prize.","The other half of the gallery presents South Asia's many histories. It does so chronologically and by region, from early human occupation to the present. Highlights include seals from the Indus civilisation, superb south Indian sculptures of Shiva, and one of the finest statues of the goddess Tara from Sri Lanka. Sophisticated paintings and objects from the courts of the Mughal emperors are displayed alongside 20th-century paintings. Among these are works by the Nobel laureate Rabindranath Tagore.","The other half of the gallery arranges South Asia’s many histories in chronological order and by region, covering the period from early human settlement to the present day. Among the standout pieces are engraved seals from the Indus Valley civilization, finely crafted stone sculptures of the Hindu god Shiva from southern India, and one of the finest statues of the goddess Tara ever produced in Sri Lanka. Highly refined paintings and decorative objects from the courts of the Mughal emperors are displayed alongside 20th-century paintings, including works by Rabindranath Tagore, who won the Nobel Prize in Literature."
CT0433,,The British Museum,,The United Kingdom,China,,,,ExhibitionText,"China is one of the world's oldest civilisations. Today it covers a vast territory the size of Europe and is home to a quarter of the world's population. China has produced a highly distinctive culture with beautifully crafted objects made on an industrial scale from the earliest times. Room 33 examines the past 7,000 years of China's history, exploring the themes of writing systems, rituals, beliefs, war, international trade and more. Room 33 also explores South Asia's history, from 1.5 million years ago to the present day. Trade, exchange, migration and political power are some of the themes examined. South Asia spans India, Pakistan, Bangladesh, Bhutan, Nepal, the Tibetan plateau and Sri Lanka. The region is home to numerous ancient and modern languages, such as Sanskrit, Tamil, Hindi and Urdu. The Buddhist, Hindu, Jain, Sikh and Islamic faiths have inspired magnificent architecture, sculpture, painting, literature and music.",147,https://www.britishmuseum.org/collection/galleries/china-and-south-asia,Permanent,,,English,"China is one of the world's oldest civilisations. Today it covers a vast territory the size of Europe and is home to a quarter of the world's population. China has produced a highly distinctive culture with beautifully crafted objects made on an industrial scale from the earliest times. Room 33 examines the past 7,000 years of China's history, exploring the themes of writing systems, rituals, beliefs, war, international trade and more. Room 33 also explores South Asia's history, from 1.5 million years ago to the present day. Trade, exchange, migration and political power are some of the themes examined. South Asia spans India, Pakistan, Bangladesh, Bhutan, Nepal, the Tibetan plateau and Sri Lanka. The region is home to numerous ancient and modern languages, such as Sanskrit, Tamil, Hindi and Urdu. The Buddhist, Hindu, Jain, Sikh and Islamic faiths have inspired magnificent architecture, sculpture, painting, literature and music.","China is one of the world's oldest civilizations. Today, it covers a huge area about the size of Europe. One out of every four people on Earth lives there. From very early times, China created a unique culture. It made beautifully crafted objects in large numbers.

Room 33 looks at 7,000 years of China's history. It explores writing, rituals, beliefs, war, and international trade. The room also covers South Asia's history, from 1.5 million years ago to today. Trade, exchange, migration, and political power are some of the topics.

South Asia includes India, Pakistan, Bangladesh, Bhutan, Nepal, the Tibetan plateau, and Sri Lanka. Many ancient and modern languages are spoken there, like Sanskrit, Tamil, Hindi, and Urdu. Religions such as Buddhism, Hinduism, Jainism, Sikhism, and Islam have inspired amazing buildings, sculptures, paintings, literature, and music.","China is one of the world’s oldest civilizations. Today, its territory is as large as Europe, and it is home to one-quarter of the global population. China developed a highly distinctive culture, producing beautifully crafted objects on an industrial scale from very early times. Room 33 examines the past 7,000 years of Chinese history. It explores themes such as writing systems, rituals, beliefs, war, international trade, and more. Room 33 also looks at South Asia’s history, from 1.5 million years ago to the present. Themes examined include trade, exchange, migration, and political power. South Asia includes India, Pakistan, Bangladesh, Bhutan, Nepal, the Tibetan plateau, and Sri Lanka. The region is home to many ancient and modern languages, such as Sanskrit, Tamil, Hindi, and Urdu. The Buddhist, Hindu, Jain, Sikh, and Islamic faiths have inspired magnificent architecture, sculpture, painting, literature, and music.","China is one of the world’s oldest civilizations. Today, it covers a vast area about the size of Europe and is home to a quarter of the world’s population. From very early times, China developed a highly distinctive culture, producing beautifully crafted objects on a large, almost industrial scale. Room 33 looks back over 7,000 years of Chinese history, exploring topics such as writing systems, rituals, beliefs, warfare, and international trade. The gallery also examines the history of South Asia, from 1.5 million years ago to the present day, focusing on themes like trade, exchange, migration, and political power. South Asia includes India, Pakistan, Bangladesh, Bhutan, Nepal, the Tibetan plateau, and Sri Lanka. This region is home to many ancient and modern languages, including Sanskrit, Tamil, Hindi, and Urdu. Religions such as Buddhism, Hinduism, Jainism, Sikhism, and Islam have inspired magnificent works of architecture, sculpture, painting, literature, and music."
CT0434,,The British Museum,,The United Kingdom,Africa,,,,SectionText,"Africa's rich cultural heritage and histories are represented at the Museum both in Africa (Room 25), The Sainsbury Galleries, and across the galleries. Join our volunteer-led tours, developed in collaboration with community members, to explore their personal selection of objects ranging from the ancient world to the present day. Each guide will deliver their own personal tour exploring one of the following themes:
Out of Africa: stories of migration, materials and mythology
The Igbo worldview: artefacts from the past in the British Museum
African metal artefacts: tradition, technique and trade
Ancient objects from African kingdoms",95,https://www.britishmuseum.org/events/african-heritage-and-histories-tour,,,,English,"Africa's rich cultural heritage and histories are represented at the Museum both in Africa (Room 25), The Sainsbury Galleries, and across the galleries. Join our volunteer-led tours, developed in collaboration with community members, to explore their personal selection of objects ranging from the ancient world to the present day. Each guide will deliver their own personal tour exploring one of the following themes:
Out of Africa: stories of migration, materials and mythology
The Igbo worldview: artefacts from the past in the British Museum
African metal artefacts: tradition, technique and trade
Ancient objects from African kingdoms","The museum shows Africa's rich culture and history in several places. You can see it in Room 25, The Sainsbury Galleries, and other galleries too. Join our volunteer-led tours. These tours were made with help from community members. Each guide picks objects they find special, from ancient times to today. Then they share their own personal tour on one of these topics:

- Out of Africa: stories about migration, materials, and myths
- The Igbo worldview: old objects from the past at the British Museum
- African metal objects: tradition, skill, and trade
- Ancient objects from African kingdoms","Africa's rich cultural heritage and histories are represented at the Museum in three locations: Africa (Room 25), The Sainsbury Galleries, and across other galleries. We offer volunteer-led tours, developed together with community members. These tours allow you to explore a personal selection of objects, from the ancient world to the present day. Each guide presents their own personal tour, focusing on one of the following themes:

- Out of Africa: stories of migration, materials, and mythology  
- The Igbo worldview: artefacts from the past in the British Museum  
- African metal artefacts: tradition, technique, and trade  
- Ancient objects from African kingdoms","Africa’s rich cultural heritage and histories are represented at the Museum in several locations, including Africa (Room 25), The Sainsbury Galleries, and other galleries throughout the building. Join our volunteer-led tours, created in partnership with community members, to explore a personal selection of objects that span from ancient times to the present day. Each guide will offer their own unique tour, focusing on one of the following themes:

- **Out of Africa**: stories of migration, materials, and mythology  
- **The Igbo worldview**: historical objects from the Igbo culture at the British Museum  
- **African metal artefacts**: tradition, technique, and trade in metalworking  
- **Ancient objects from African kingdoms**"
CT0435,,The British Museum,,The United Kingdom,United Kingdom,,,,SectionText,"Step into spring and the month of May in this creative play session for children aged five and under.
Meet May Queens, Green Men and woodland creatures in this child-led, open-ended creative session. Stop and smell some floral scents, draw and scribble with a range of art materials and make crowns and masks to wear for spring festivities! Working at your child's pace, together we'll explore textures, colours and scents through a range of materials.",75,https://www.britishmuseum.org/events/may-day-mini-makers,,,,English,"Step into spring and the month of May in this creative play session for children aged five and under.
Meet May Queens, Green Men and woodland creatures in this child-led, open-ended creative session. Stop and smell some floral scents, draw and scribble with a range of art materials and make crowns and masks to wear for spring festivities! Working at your child's pace, together we'll explore textures, colours and scents through a range of materials.","**Step into spring and the month of May with this creative play session for kids ages five and under.**

You will meet May Queens, Green Men, and woodland creatures. This session is child-led and open-ended. That means your child decides what to do and how to explore.

Stop and smell some floral scents. Draw and scribble with different art materials. Make crowns and masks to wear for spring celebrations! We will work at your child's pace. Together, we will explore textures, colors, and scents using a variety of materials.","**Adapted Text:**

Enter the season of spring and the month of May in this creative play session for children aged five and under.

Encounter May Queens, Green Men, and woodland creatures in this child-led, open-ended creative session. Pause to smell floral scents, draw and scribble with various art materials, and create crowns and masks to wear for spring celebrations. Working at your child's pace, together we will explore textures, colors, and scents through a range of materials.","Step into spring and the month of May in this creative play session for children aged five and under.

Meet May Queens, Green Men, and woodland creatures in this child-led, open-ended creative session. Pause to enjoy floral scents, draw and scribble with a variety of art materials, and make crowns and masks to wear for spring celebrations. Moving at your child's pace, together we'll explore textures, colors, and scents through different materials."
CT0436,,The British Museum,,The United Kingdom,Egypt,,,,WallText,"Sennacherib was the king of Assyria from 704–681 BC and was famous for his building projects. The rooms and courtyards of his Neo-Assyrian Southwest Palace at Nineveh were decorated with a series of detailed carved stone panels. Many of these stone panels are on display in Room 9. The panels depict a variety of scenes, including the transport of huge sculptures of human-headed winged bulls (lamassu) that weigh up to 30 tons and were intended for the main entrances to the palace. These illustrations provide an insight into ancient quarrying and transport techniques, as well as Sennacherib's keen interest in his building projects. Other panels on display depict the king's military campaigns.",113,https://www.britishmuseum.org/collection/galleries/assyria-nineveh,,,,English,"Sennacherib was the king of Assyria from 704–681 BC and was famous for his building projects. The rooms and courtyards of his Neo-Assyrian Southwest Palace at Nineveh were decorated with a series of detailed carved stone panels. Many of these stone panels are on display in Room 9. The panels depict a variety of scenes, including the transport of huge sculptures of human-headed winged bulls (lamassu) that weigh up to 30 tons and were intended for the main entrances to the palace. These illustrations provide an insight into ancient quarrying and transport techniques, as well as Sennacherib's keen interest in his building projects. Other panels on display depict the king's military campaigns.","Sennacherib was the king of Assyria from 704 to 681 BC. He was famous for his building projects. His Southwest Palace at Nineveh had rooms and courtyards decorated with detailed carved stone panels. Many of these panels are now on display in Room 9.

The panels show different scenes. One scene shows workers moving huge stone sculptures of human-headed winged bulls, called *lamassu*. These sculptures weigh up to 30 tons. They were meant for the main entrances to the palace.

These images give us a look at how people in ancient times cut and moved stone. They also show how much Sennacherib cared about his building projects. Other panels in the room show the king's military campaigns.",Sennacherib was the king of Assyria from 704–681 BC. He was famous for his building projects. The rooms and courtyards of his Neo-Assyrian Southwest Palace at Nineveh were decorated with a series of detailed carved stone panels. Many of these stone panels are on display in Room 9. The panels depict a variety of scenes. One scene shows the transport of huge sculptures of human-headed winged bulls (lamassu). These sculptures weigh up to 30 tons. They were intended for the main entrances to the palace. These illustrations provide insight into ancient quarrying and transport techniques. They also show Sennacherib's keen interest in his building projects. Other panels on display depict the king's military campaigns.,"Sennacherib ruled Assyria from 704 to 681 BC and was well known for his ambitious construction projects. The rooms and courtyards of his Southwest Palace at Nineveh—part of the later Assyrian period—were decorated with detailed stone panels carved with scenes. Many of these panels are now on display in Room 9. They show a variety of subjects, including the transport of enormous sculptures of human-headed winged bulls, known as *lamassu*. Each of these figures weighed up to 30 tons and was intended to stand at the palace’s main entrances. These images offer a glimpse into ancient methods of quarrying and moving heavy stone, as well as Sennacherib’s personal involvement in his building projects. Other panels in the room depict the king’s military campaigns."
CT0437,,The British Museum,,The United Kingdom,Syria,,,,ExhibitionText,"Split across three rooms, these galleries display life during this period in Assyrian culture. On display are lion hunting reliefs, the siege of the city of Lachish and scenes from inside the palace of King Sargon II at Khorsabad.  Visitors to Room 10a are greeted by a pair of colossal human-headed winged bulls. Intended as a supernatural guardians, these gigantic figures guarded the palace of King Sargon II at Khorsabad, and were intended to deter evil of all kinds from entering. ",81,https://www.britishmuseum.org/collection/galleries/assyria-lion-hunts,Permanent,,,English,"Split across three rooms, these galleries display life during this period in Assyrian culture. On display are lion hunting reliefs, the siege of the city of Lachish and scenes from inside the palace of King Sargon II at Khorsabad.  Visitors to Room 10a are greeted by a pair of colossal human-headed winged bulls. Intended as a supernatural guardians, these gigantic figures guarded the palace of King Sargon II at Khorsabad, and were intended to deter evil of all kinds from entering. ","These galleries are spread across three rooms. They show what life was like during the time of the Assyrian Empire. You can see stone carvings of lion hunts, the attack on the city of Lachish, and scenes from inside the palace of King Sargon II at Khorsabad.

In Room 10a, visitors are greeted by two giant statues. They have the bodies of bulls, wings, and human heads. These figures were meant to be supernatural guards. They stood watch at the palace of King Sargon II. Their job was to keep all kinds of evil from entering.","**Adapted Text:**

The exhibition is divided into three rooms. These galleries show life in Assyrian culture during this period. On display are lion hunting reliefs, the siege of the city of Lachish, and scenes from inside the palace of King Sargon II at Khorsabad.

In Room 10a, visitors are greeted by a pair of colossal human-headed winged bulls. These gigantic figures were intended as supernatural guardians. They guarded the palace of King Sargon II at Khorsabad. Their purpose was to deter all kinds of evil from entering.","Spread across three rooms, these galleries show what life was like during this period in Assyrian culture. You'll see stone carvings (called reliefs) depicting lion hunts, the siege of the city of Lachish, and scenes from inside the palace of King Sargon II at Khorsabad. As you enter Room 10a, you're greeted by a pair of enormous human-headed winged bulls. These massive figures were meant to serve as supernatural guardians, protecting King Sargon II's palace at Khorsabad and keeping all forms of evil from entering."
